text	label
father benito has been receiving financial help from the region's drug lord for the construction of a new health clinic . 	0
used to living in poverty , it seemed impossible for cass and cary to have a comfortable and bountiful life until doqa gracia comes to bring them into her home . 	0
"but things unknowingly begin to turn sour when danielle's disgruntled boyfriend begins investigating into "" gil harris' "" past to uncover any dirt on him . "	0
there's much tongue in cheek in the film and there's no doubt the filmmaker is having fun with it all . 	1
not only an exuberant portrayal of hip-hop's self-healing , it's a compelling meditation on the future of making music in america . 	1
the plot is plastered with one hollywood cliche after another , most of which involve precocious kids getting the better of obnoxious adults . 	1
a compelling motion picture that illustrates an american tragedy . 	1
the uneven movie does have its charms and its funny moments but not quite enough of them . 	1
"this film tells the true story of fraudulent washington , d . c . journalist stephen glass ( christensen ) , who rose to meteoric heights as a young writer in his 20s , becoming a staff writer at "" the new republic "" for three years ( 1995-1998 ) , where 27 of his 41 published stories were either partially or completely made up . "	0
in a time when a woman's place was in the home , young emily ventures out and falls in love with a young soldier , eventually carrying his baby out of wedlock . 	0
watch as superfag rescues anthony , a naive , adorably cute guy whom superfag falls head over heals in love with . . . watch 	0
in flashbacks that parallel his investigation , we see alicia , a scholarship girl worried about her grades , gradually pulled into the social life of three rich and amoral young women , led by the blond hadley , a femme fatale . 	0
the leads we are given here are simply too bland to be interesting . 	1
critics need a good laugh , too , and this too-extreme-for-tv rendition of the notorious mtv show delivers the outrageous , sickening , sidesplitting goods in steaming , visceral heaps . 	1
the journey takes them from the inner city to a satanic black mass ceremony , and into the depths of their own souls , as they search for johann christoph haizmann , the antichrist . 	0
whaley's performance is earnest and often riveting , but he should have taken a few lessons from his peers at amateur night . 	1
along the way he picks up a pastor who desires to learn the deeper things of god . 	0
a knowing look at female friendship , spiked with raw urban humor . 	1
this isn't a terrible film by any means , but it's also far from being a realized work . 	1
cho , who's first concert film was more like a group therapy session than comedy , lightens up considerably for her second	1
he's got the rap , the charm and his little black book weighs several pounds . 	0
but this hope is quickly jeopardized when it becomes revealed that his comforting visitations may be being made from beyond the grave . 	0
like a veteran head cutter , barbershop is tuned in to its community . 	1
the movie's major and most devastating flaw is its reliance on formula , though , and it's quite enough to lessen the overall impact the movie could have had . 	1
while 'manhunter' takes the prize for stylishness , 'dragon' is much scarier and more emotionally involving . 	1
the colorful cast of characters includes the addlepated cafe owner , freddy , picasso's sexy young femme dujour , his pompous art dealer , and a mysterious visitor from the future . 	0
the ch�teau would have been benefited from a sharper , cleaner script before it went in front of the camera . not to mention a sharper , cleaner camera lens . 	1
aaliyah rarely dampens her diva persona enough to spark genuine chemistry with townsend . when she speaks , her creepy egyptian demigod voice is as computer processed and overproduced as it was in her music . 	1
jimmy wayne garrick is bitten by a stray dog one night on his way home and becomes obsessed with the idea that he is becoming a werewolf . 	0
maggie is a young cuban-american freelance writer who takes an eye opening trip back to her roots and meets a young enchanting native , mateo . 	0
we follow the wacky exploits of the town's inhabitants from sassy saloon girls and amazonian behemoth parrots to hypnotist dentists and 400-pound tooth fairies . 	0
rehearsals are frequently more fascinating than the results . last dance , whatever its flaws , fulfills one facet of its mission in making me want to find out whether , in this case , that's true . 	1
this eruption of bloody violence becomes the catalyst for the unleashing of dark forces with terrifying results . 	0
rewarding for its brash originality and daring in etching a portrait of a man who refuses to take life's disappointments lying down . 	1
offers a gentle summer fantasy for both grown-ups and little ones . 	1
she's aided by her sister sue ( zhao wei ) , who operates the pair's world panorama surveillance system , which allows them to tap into any video security system in the world . 	0
the film's tone and pacing are off almost from the get-go . 	1
raimi crafted a complicated hero who is a welcome relief from the usual two-dimensional offerings . 	1
far from heaven is a dazzling conceptual feat , but more than that , it's a work of enthralling drama . 	1
"that the chuck norris "" grenade gag "" occurs about 7 times during windtalkers is a good indication of how serious-minded the film is . "	1
it's a beautiful experience , nearly perfect with a fragile flowing fluid score . 	1
ferrara's strongest and most touching movie of recent years . 	1
it's almost as if it's an elaborate dare more than a full-blooded film . 	1
provide[s] nail-biting suspense and credible characters without relying on technology-of-the-moment technique or pretentious dialogue . 	1
a group of british students enbark on summoning spirits on a ouija board after a night of clubbing . 	0
beautiful , angry and sad , with a curious sick poetry , as if the marquis de sade had gone in for pastel landscapes . 	1
their stories of desire , talent , conviction , obsession and addiction are woven together and build up to a climactic series of events that bring them to opening night . 	0
whether noam chomsky , the mit linguist and political philosopher , is the most important intellectual alive , as the new york times once famously called him , is open for debate . 	0
but while no one wants to do the time for cosimo's crime , everybody seems to know a guy who will - and for a share , they're willing to track him down . 	0
without blowing the jokes we can say that , if you have found that your sense of humor fit well with christopher guest's screen outings , you'll find yourself in the flow with shearer as well . 	1
blue crush is as predictable as the tides . . . . the movie feels stitched together from stock situations and characters from other movies . 	1
in the early 1980's , a white police officer ( andres stander , played by thomas jane ) in johannesburg suffers a crisis of conscience due to his involvement in apartheid and becomes a notorious bank robber on the run . 	0
as in his previous films , this kurdish director is again focusing on the oppression of his people . 	0
there's suspension of disbelief and then there's bad screenwriting . . . this film packs a wallop of the latter . 	1
the story also depicts the first encounters between europeans and north american indians and the birth of the first european child on north american soil . 	0
it's like an all-star salute to disney's cheesy commercialism . 	1
andy , a charming struggling actor , in his late 20's , an irish james bond that came to hollywood to live 'the life' to its fullest , and carrie , a heart stopping , alluring babe , in her early 20's , who slowly begins to abandon her dream to the lure of the la glamorous life . 	0
"<p class= "" plotpar "" >for close to 20 years <a href= "" /name ? holmes , %20john "" >john "	0
he's full of ideas on how to change brazilian public health , which is being threatened by yellow fever . 	0
ron launius ( josh lucas ) , billy deverell ( tim blake nelson ) , barbara richardson ( natasha gregson wagner ) and joy miller ( janeane garofalo ) were brutally murdered , and ron's wife susan ( christina applegate ) was left in critical condition . 	0
you can tell almost immediately that welcome to collinwood isn't going to jell . 	1
" "" mr . deeds "" is suitable summer entertainment that offers escapism without requiring a great deal of thought . "	1
the film includes victim discussion therapy sessions , phone councilling , conversations between police and abusers , arrests , debates and discussion between the workers at the refuge , trying to decide what should be done about certain cases . 	0
to lena , vaughn represents the life she is running away from . 	0
in a fantasy life she lives through her sketchbook , laura's world is exotic , bright and enchanting . 	0
that rare movie that works on any number of levels -- as a film of magic and whimsy for children , a heartfelt romance for teenagers and a compelling argument about death , both pro and con , for adults . 	1
 . . . with the gifted pearce on hand to keep things on semi-stable ground dramatically , this retooled machine is ultimately effective enough at achieving the modest , crowd-pleasing goals it sets for itself . 	1
purpo$e is a story about business in the new millenium , and a world shifted away from quality to quantity . 	0
as gamely as the movie tries to make sense of its title character , there remains a huge gap between the film's creepy , clean-cut dahmer ( jeremy renner ) and fiendish acts that no amount of earnest textbook psychologizing can bridge . 	1
when she's approached one day by a handsome stranger while trying to hail a taxi , she becomes obsessed with him and eventually starts an affair . 	0
through trial and failures , she teaches him to use the power of eternal souls to solve both his professional and personal problems . 	0
`martin lawrence live' is so self-pitying , i almost expected there to be a collection taken for the comedian at the end of the show . 	1
a dazzling thing to behold -- as long as you're wearing the somewhat cumbersome 3d goggles the theater provides . 	1
after gruelling training sessions , the three succeed in robbing the bank , but things go haywire . 	0
city by the sea is a gritty police thriller with all the dysfunctional family dynamics one could wish for . but how it washed out despite all of that is the project's prime mystery . 	1
chaos ensues as the patrons of the establishment band together to fight for their lives . 	0
this throws him in with the minister's daughter , you guessed it , the mousy seemingly awkward yet beautiful girl with an angelic heart , and she sings too . 	0
it is just too bad the film's story does not live up to its style . 	1
exonerated of lying , king and cuthbertson are nevertheless reprimanded by the court for their behaviour , but receive an invitation to tea with the prime minister should they ever be in whitehall . 	0
this isn't just the cliffsnotes version of nicholas nickleby , it's the cliffsnotes with pages missing . 	1
the kids go through many adventures as a result of taking the flag home . 	0
have you ever met that certain someone that made your heart drop the moment you met ? 	0
events go from tragic to dangerous as racism , paranoia , and a secret mistress come into play . 	0
shyamalan offers copious hints along the way -- myriad signs , if you will -- that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to earth for harvesting purposes . 	1
the book tells of murray , the old scot patriot , who has had his eyes torn out and his house taken away during the english invasion . 	0
betting xxx can succeed where other conventional spies have failed , gibbons sends xxx to enter this world of crime undetected , using his natural athletic prowess and a whole lot of attitude . 	0
stallone plays a cop who comes undone after witnessing a brutal scene on the job . 	0
the lizard , chaos , scar , heartless and sic inhabit the violent and often bizarre world of backyard wrestling . 	0
when algren is injuried and captured by the samurai , learns about their warrior honor code from katsumoto , the samurai&#180 ; s leader and decide which side of the conflict he wants to be on . . . 	0
the film's images give a backbone to the company and provide an emotional edge to its ultimate demise . 	1
this boisterous comedy serves up a cruel reminder of the fate of hundreds of thousands of chinese , one which can only qualify as a terrible tragedy . 	1
at the right time of day , in the right frame of mind , baran can and should be appreciated as a work of delicate and unmistakable beauty . 	1
on the case , he soon deducts that the killer , who staged the murder to look like a random robbery , may actually be a serial killer terry was trailing for years in the fbi . 	0
when rebecca went away to college john thought webcams would help them keep in touch . 	0
characterisation has been sacrificed for the sake of spectacle . 	1
a serial killer named shin-hyun gives himself up to police . 	0
but just when james starts to question his role and his cat-and-mouse relationship with his mentor , burke taps him for a special assignment to root out a mole . 	0
this 90-minute dud could pass for mike tyson's e ! true hollywood story . 	1
holy mad maniac in a mask , splat-man ! good old-fashioned slash-and-hack is back ! 	1
alternative medicine obviously has its merits . . . but ayurveda does the field no favors . 	1
edi is severely punished for that but he accepts his fate taking care of the girl's child . 	0
oedekerk mugs mercilessly , and the genuinely funny jokes are few and far between . 	1
purports to be a hollywood satire but winds up as the kind of film that should be the target of something deeper and more engaging . oh , and more entertaining , too . 	1
when a cia agent is killed during a nuclear arms purchase , his partner oakes ( anthony hopkins ) , recruits his twin brother , jake hayes ( chris rock ) . 	0
that we are not the target and still got ninety percent of it is a compliment to director charles stone iii and screenwriters matthew cirulnick and thulani davis who whipped the original story into coherent shape . 	1
watching beanie and his gang put together his slasher video from spare parts and borrowed materials is as much fun as it must have been for them to make it . 	1
as an entertainment , the movie keeps you diverted and best of all , it lightens your wallet without leaving a sting . 	1
he began a film , a search , to discover not only what had happened to stevie over the past ten years but to understand the forces that had shaped his entire life . 	0
this is peter's story ; an 18 year old boy who takes a journey through a conservative southern all-male university in order to discover himself . 	0
[green is] the comedy equivalent of saddam hussein , and i'm just about ready to go to the u . n . and ask permission for a preemptive strike . 	1
it may only be the third date , but tony knows it's time to pop the question and make the beautiful , shy katrina his wife . 	0
they both get close to tun , a lonely youth with an unspecified illness . 	0
the first half bursts with a goofy energy previous disney films only used for a few minutes here and there . 	1
after returning home from a two week trial in chicago , rachel bishop ( rachel nord ) finds her sister emily bishop ( nancy walters ) missing . 	0
" "" new suit "" is a contemporary update of the fairy tale "" the emperor's new clothes . "" "	0
here , in the smallest quietest corner of new england unfolds a disquieting tale of what happens when music meets murder . . . 	0
pryor lite , with half the demons , half the daring , much less talent , many fewer laughs . 	1
may not be a breakthrough in filmmaking , but it is unwavering and arresting . 	1
briar patch is a modern , southern gothic tale of true love and murder . 	0
graffiti removal : the act of removing tags and graffiti by painting over them . 	0
its cast full of caffeinated comedy performances more than make up for its logical loopholes , which fly by so fast there's no time to think about them anyway . 	1
shows that you should not fear death , but to fear an unlived life . 	0
stefan balsiger is a congenial , average councillor to the swiss embassy in havanna . 	0
glib , satirical documentary that fudges facts , makes facile points and engages in the cinematic equivalent of tabloid journalism . 	1
[i]t's certainly laudable that the movie deals with hot-button issues in a comedic context , but barbershop isn't as funny as it should be . 	1
a gracefully acted , unsentimental , quite likable little coming-of-age movie . 	1
"but his mentor and "" trainer "" joe ( chazz palminteri ) , a shady hustler who decides how and who johnny plays , is holding him back from his dream . "	0
the first hour alone is worth the admission price . 	1
at its heart and most importantly , spirited away concerns a little girl learning to honour her friends and her family by valuing herself . 	1
schnieder bounces around with limp wrists , wearing tight tummy tops and hip huggers , twirling his hair on his finger and assuming that's enough to sustain laughs . . . 	1
thus , christina spends the rest of the movie searching for him with her best friend courtney . 	0
that's why handsome and his three best friends sammy , victor and the cribsheet genius applebee have banded together and found ways to cheat on their tests all through their school years . 	0
the film is predictable in the reassuring manner of a beautifully sung holiday carol . 	1
his emotionally wrenching and often humorous long first night back ends in a mutually relentless swordfight with his prospective brother-in-law that forces him into coming to terms with his loss . 	0
paravasu is the elder son of the great sage raibhya ( mohan agashe ) . 	0
nothing , and no one , is as it seems , in this adaptation of graham greene's classic and prophetic story of love , betrayal , murder and the origin of the american war in southeast asia . 	0
ted norwood summons all his resistance to finally quit his seemingly successful carreer , only to be outmaneuvered by a powerful executive who barely even notices that she's in a test of wills . 	0
a raunchy and frequently hilarious follow-up to the gifted korean american stand-up's i'm the one that i want . 	1
i loved looking at this movie . i just didn't care as much for the story . 	1
there are touching moments in etoiles , but for the most part this is a dull , dour documentary on what ought to be a joyful or at least fascinating subject . 	1
the ending doesn't work . . . but most of the movie works so well i'm almost recommending it , anyway -- maybe not to everybody , but certainly to people with a curiosity about how a movie can go very right , and then step wrong . 	1
he meets sunny , an afghan immigrant hot dog vendor , whose son is a would-be rapper , among others , and falls for laila , a fashion designer who still carries the expectations of her traditional parents . 	0
while insomnia is in many ways a conventional , even predictable remake , nolan's penetrating undercurrent of cerebral and cinemantic flair lends ( it ) stimulating depth . 	1
in addition to the overcooked , ham-fisted direction , which has all the actors reaching for the back row , the dialogue sounds like horrible poetry . 	1
"opens as promising as any war/adventure film you'll ever see and dissolves into a routine courtroom drama , better suited for a movie titled "" glory : a soldier's story . "" "	1
the camera cuts back and forth between gus and grace : he talks about what a great driver he is , she says he's a lousy driver . 	0
while peterson and her ageless alter ego keep an ironic detachment from the melodramatics , there's no irony in the end-title dedication to price -- it obviously comes straight from the heart . 	1
goldmember has none of the visual wit of the previous pictures , and it looks as though jay roach directed the film from the back of a taxicab . 	1
after battling an attack by robbers with her amazing martial arts skills , she tells yan her family's history . 	0
mr . jacobi's recitation is illustrated with a rush of sensuous nature imagery , beautifully photographed by mr . cox and hans sonneveld and underscored with a lush soundtrack by paul grabowsky . 	1
caught in an intrigue of baby-snatching , a bounty hunter and diaper-changing , dave and ruby spend a hilarious , unexpected and wild night together . 	0
me no lika da accents so good , but i thoroughly enjoyed the love story . scott baio is turning in some delightful work on indie projects . 	1
it tells of his life as a bushranger in north-west victoria , where he lived all his life . 	0
the pair wave farewell in the airport and yoyo returns to hong kong to further her studies , while cheung continues to write his unfinished dissertation . 	0
in the next town over , desiree perry has returned to visit and show off her new anesthesiologist husband , reggie . 	0
it's all very cute , though not terribly funny if you're more than six years old . 	1
this insufferable movie is meant to make you think about existential suffering . instead , it'll only put you to sleep . 	1
an overblown clunker full of bad jokes , howling cliches and by-the-numbers action sequences . 	1
 . . . another example of how sandler is losing his touch . 	1
a path that will lead to the day in and day out drudgery of a soul-less survival or a path that will lead them down the road in pursuit their dreams . 	0
tian emphasizes the isolation of these characters by confining color to liyan's backyard . 	1
it did to paul strang , an ex-high school teacher drinking his life away after being nearly killed by a student . 	0
katie is a young girl who loves to climb . 	0
daughter from danang reveals that efforts toward closure only open new wounds . it doesn't flinch from its unsettling prognosis , namely , that the legacy of war is a kind of perpetual pain . 	1
they spend their afternoons discussing theater and lucy's role as antigone in a school loneliness of the city more bearable . 	0
reminds viewers of how beautiful and sexy a pregnant woman can be . 	1
amidst the ever continuous vitality of america , the color photograph , eve yearns for a stillness , a black and white print that will soothe her soul . 	0
is the history of two workers of the trains , a professor and a little child that decide to sequester an old train that has been sold to usa for a movie production . 	0
the film's sharp , often mischievous sense of humor will catch some off guard . . . 	1
this is as respectful a film as byatt fans could hope for , though lovers of the book may wonder why it's necessary . 	1
one-sided documentary offers simplistic explanations to a very complex situation . . . . stylistically , the movie is a disaster . 	1
an uplifting drama . . . what antwone fisher isn't , however , is original . 	1
[t]he film is never sure to make a clear point � even if it seeks to rely on an ambiguous presentation . 	1
both a successful adaptation and an enjoyable film in its own right . 	1
unable to get time off work his mother leaves him outside in their garden to avoid him causing trouble . 	0
in the throes of falling for one another , they are soon forced to deal with the bitter realities of their lives prior to that chance encounter . 	0
the band's courage in the face of official repression is inspiring , especially for aging hippies ( this one included ) . 	1
this is riveting stuff , especially in its account of how refugee culture and community spring up almost overnight . 	1
he's sixteen and lives with his younger sister , mother cheryl and her boyfriend john , in a modest house in bakersfield , california . 	0
their world comes crashing down after one of the girls is murdered by a blackmail victim . 	0
survivalist carl foster has one year to convince his family he's not crazy and independent filmmaker atis jamison has 365 days to get it all on tape . 	0
a stupid , derivative horror film that substitutes extreme gore for suspense . 	1
from the late master filmmaker krzysztof kieslowski comes 'heaven' , the first installment of a trilogy . 	0
suggests puns about ingredients and soup and somebody being off their noodle , but let's just say the ingredients don't quite add up to a meal . 	1
but grace has a secret and it is a dangerous one . 	0
increasing evidence about one man's role in a long history of human rights abuses leads to a critical examination of american diplomacy through the lens of international standards of justice . 	0
 . . . either you're willing to go with this claustrophobic concept or you're not . 	1
so she invites niko to finish his erotic tale over a drink at her apartment ! 	0
a feel-good picture in the best sense of the term . 	1
it's not a film to be taken literally on any level , but its focus always appears questionable . 	1
former world-rallye-champion walter and his daughter natascha are kidnapped by arab terrorists and brought to berlin . 	0
how i killed my father is one of those art house films that makes you feel like you're watching an iceberg melt -- only it never melts . 	1
because eight legged freaks is partly an homage to them , tarantula and other low- budget b-movie thrillers of the 1950s and '60s , the movie is a silly ( but not sophomoric ) romp through horror and hellish conditions . 	1
contains the humor , characterization , poignancy , and intelligence of a bad sitcom . 	1
this time , the hype is quieter , and while the movie is slightly less successful than the first , it's still a rollicking good time for the most part . 	1
the script falls back on too many tried-and-true shenanigans that hardly distinguish it from the next teen comedy . 	1
what elevates the movie above the run-of-the-mill singles blender is its surreal sense of humor and technological finish . 	1
and so he does , at the risk of exposing the ugly truth beneath his false facade . 	0
then , he must take the money from the e sale to the industrial district where a drunken old gun runner makes him hide in the closet when he gets a visitor then he takes the gun to a modern day opium den where t-mon , a spaced out pimp , cannot get a card trick right . 	0
meanwhile , frodo and sam force gollum to guide them through mordor , trusting him with their lives . 	0
"the only problem is that "" the tooth fairy "" is getting inside information about graham and his family from none other than dr . lecter . "	0
beautifully crafted and brutally honest , promises offers an unexpected window into the complexities of prejudice . 	1
she wants his blessing to marry a man she loves , but he tells her that she must marry a man of his choosing , and that she must undergo female circumcision . 	0
a stormy french adolescent drama about friendship , family , and sexual politics . 	1
the campy results make mel brooks' borscht belt schtick look sophisticated . 	1
tough detective mike reilly collaborates with department of health associate terry huston to research these mysterious deaths . 	0
when images of nicholas's absent father start to appear to him , the boy is understandably frightened . 	0
tunney , brimming with coltish , neurotic energy , holds the screen like a true star . 	1
sexgunsmoney@20 is an intense , funny and visceral story about excesses , instant gratification , greed and power , filled with intrigue and machiavellian plotting . 	0
"directed by rob bowman ( "" the x-files "" ) , "" reign of fire "" fuses a medieval past with a post-apocalyptic future in this exciting tale of adventure and survival . "	0
it is unclear on how he contracted the virus . 	0
no good deed , based on a short story entitled 'the house on turk street' by dashiell hammett , is about a police detective ( jack ) who , while doing a friend a favor and searching for a runaway teenager on turk street , stumbles upon a bizarre band of criminals about to pull off a bank robbery . 	0
not the kind of film that will appeal to a mainstream american audience , but there is a certain charm about the film that makes it a suitable entry into the fest circuit . 	1
if you're willing to have fun with it , you won't feel cheated by the high infidelity of unfaithful . 	1
gus sits on the sofa and talks about being the world's oldest pothead , who started smoking in 1936 . 	0
while certainly more naturalistic than its australian counterpart , amari's film falls short in building the drama of lilia's journey . 	1
aussie adventurer steve irwin aka the crocodile hunter has avoided the death-roll and nabbed another feisty croc , hoping to save it from poachers . 	0
definitely a crowd-pleaser , but then , so was the roman colosseum . 	1
babe , a television tabloid reporter , poses as an innocent small-town girl to do an expos&#233 ; on deeds . 	0
lucky break is perfectly inoffensive and harmless , but it's also drab and inert . 	1
spanning from post world war ii during the late 1950's through the irish mob wars of the 1970's and culminating in their adulthood in the 1990's , the story is set to the backdrop of backroom politics and the realities of the irish mob and it's gang wars . 	0
the plants are the only break in the grey monotony around her . 	0
r xmas offers a poetic and profane ambiguity that's vintage ferrara . 	1
playing a role of almost bergmanesque intensity . . . bisset is both convincing and radiant . 	1
but roger's seemingly foolproof world of smooth talk and casual sex begins to unravel when he is paid a surprise visit by his teenager nephew , nick . 	0
18-year old dean is handsome and bright , but feels hampered by his working-class background and by his family . 	0
jude law co stars as a hit man hired to kill sullivan . 	0
care deftly captures the wonder and menace of growing up , but he never really embraces the joy of fuhrman's destructive escapism or the grace-in-rebellion found by his characters . 	1
shy san franciscan zoe is a twenty-something love-starved animator who spends countless hours listening to kxch cherish radio , losing herself in a syrupy romantic fantasy of '70s and '80s pop songs . 	0
the nameless protagonist , a 19th-century french diplomat , guides the audience through a lost , sumptuous dream that was the enlightenment period . 	0
raunchy though [cho's] material is , it embraces all comers , regardless of gender , sexuality , race or ethnicity . and it's never been sharper -- or funnier -- than it is here . 	1
clayton is then given a special assignment , to root out a suspected mole that has infiltrated the agency . 	0
a three part documentary series that explores a unique rehabilitation program for repeat offenders and gang members . 	0
when billy becomes suspicious , all hell breaks loose . 	0
it's dark but has wonderfully funny moments ; you care about the characters ; and the action and special effects are first-rate . 	1
the main characters are simply named the husband , the wife and the kidnapper , emphasizing the disappointingly generic nature of the entire effort . 	1
a soulless jumble of ineptly assembled cliches and pabulum that plays like a 95-minute commercial for nba properties . 	1
i know that i'll never listen to marvin gaye or the supremes the same way again	1
it's fun , wispy , wise and surprisingly inoffensive for a film about a teen in love with his stepmom . 	1
between bursts of automatic gunfire , the story offers a trenchant critique of capitalism . 	1
"forced to think fast , the producer decides to digitally create an actress "" simone "" to sub for the star--the first totally believable synthetic actress . "	0
through his grandmother's boundless patience and devotion , he learns to embrace empathy , humility and the importance of family . 	0
a story of love and enchantment set in the coldest of winters , it explores the issues , dilemmas and barriers facing the lucky and unlucky in love in the 21st century , based on the novel of the same name by pullitzer prize-winning author carol shields . 	0
the result is a farcical and sad truth that should make the hollywood step-upons , stolen-froms and never-beens delighted and perhaps even a little vindicated . 	0
not a long time ago she was a successful popstar whose life consisted in hosting tv shows and signing autographs . 	0
mitch is left for dead in the desert--or so they think--rescued and nursed back to health by a gorgeous women named , angela rose ( nicole austin ) . 	0
with a cast of non-actors , drawn from the very world which the film portrays , 'shooters' is not just another british genre gangster film - it's a film about real british gangsters . 	0
" "" maid in manhattan "" is a charmer , a pc "" pretty woman "" that ditches the odious prostitution theme for class commentary"	1
she further finds out her sister was working as a dominatrix at an unusual underground adult establishment in detroit called the playground . 	0
there's a disreputable air about the whole thing , and that's what makes it irresistible . 	1
a mix of gritty realism , crisp storytelling and radiant compassion that effortlessly draws you in . 	1
it is fascinating to see how much work and preparation goes into stand-up comedy . 	1
although very much like the first movie based on j . k . rowling's phenomenal fantasy best sellers , this second go-round possesses a quite pleasing , headlong thrust and a likably delinquent attitude . 	1
lead of the group is arrogant bruce banner , mainly complimented by compassionate betty ross . 	0
what he doesn't know yet is that these traits are part of the disguisey family secret legacy . 	0
the actors improvise and scream their way around this movie directionless , lacking any of the rollicking dark humor so necessary to make this kind of idea work on screen . 	1
despite a blue-chip cast and a provocative title , writer-director peter mattei's first feature microwaves dull leftover romantic motifs basted in faux-contemporary gravy . 	1
when blake is initiated , he agrees to abide by the three cardinal rules : share your spirit , body and soul with others ; devote your life to saving homeless kids ; and never leave unless the master casts you out . 	0
eva is an accidental witness of the death of a young girl , even more : she's got it all on tape . 	0
benefits from a strong performance from zhao , but it's dong jie's face you remember at the end . 	1
[denis'] bare-bones narrative more closely resembles an outline for a '70s exploitation picture than the finished product . 	1
the orchestra player gets known to his neighbour , a gay man having also relationship troubles , and together they are trying hard to find a way how to go on with their lifes . 	0
all right , so it's not a brilliant piece of filmmaking , but it is a funny ( sometimes hilarious ) comedy with a deft sense of humor about itself , a playful spirit and a game cast . 	1
peter becomes trapped in a repeating circle of time , getting the chance to strike up conversations with jen fresh each time . 	0
"this "" hitchcockian "" thriller tells the story of a young new york investment banker ( hartnett ) who becomes obsessed with a woman he sees in a cafe , believing her to be his long-lost love , following her home to her apartment , where he waits for her , going so far as to put his engagement on hold . "	0
still , it might come true , if she would handle her life more genuinely . 	0
as well , another priest in the diocese , father natalio , is suspected of assisting guerilla troops in the highlands . 	0
often hilarious , well-shot and , importantly , entertaining , hell house is a fascinating document of an event that has to be seen to be believed . 	1
blessed encompasses the lives of four women who are inescapably involved in a brothel at the centre of the plot . 	0
all the suicide attempts comically bump up against the demandes of each family membre . 	0
the saturation bombing of reggio's images and glass' evocative music . . . ultimately leaves viewers with the task of divining meaning . 	1
mike sullivan ( tom hanks ) works as a hit man for crime boss john rooney ( paul newman ) sullivan views rooney as a father figure . 	0
leviticus , a navy veteran returns home after serving his country to find the war at home is harder than anything he's ever encountered , but exactly what &#38 ; who is he fighting for ? 	0
she takes a fancy to chan kwok chan , whom she stalks . 	0
one key problem with these ardently christian storylines is that there is never any question of how things will turn out . 	1
marlon brando has the godfather , laurence olivier has hamlet , and now tim allen has . . . santa claus . 	1
daughter from danang tells the dramatic story of one of these children , heidi bub ( a . k . a . mai thi hiep ) , and her vietnamese mother , mai thi kim , separated at the war's end and reunited 22 years later . 	0
sensing that he has become but another mark for his mother to con , johnny flees with her money . 	0
constantly touching , surprisingly funny , semi-surrealist exploration of the creative act . 	1
the cast has a high time , but de broca has little enthusiasm for such antique pulp . 	1
[drumline] is entertaining for what it does , and admirable for what it doesn't do . 	1
forty-one years after they played their first note on a motown record and three decades since they were all together , the funk brothers reunited back in detroit to play their music and tell their unforgettable story , with the help of archival footage , still photos , narration , interviews , re-creation scenes , 20 motown master tracks , and twelve new live performances of motown classics with the brothers backing up contemporary performers . 	0
unlike their sons , eddie and sean are immigrants , or children of immigrants , who have made peace with their unfulfilled dreams . 	0
the director and her capable cast appear to be caught in a heady whirl of new age-inspired good intentions , but the spell they cast isn't the least bit mesmerizing . 	1
but even more important than that , it is an emotional story of a character who learns to value relationships , life balance and spiritual purpose , over self-involvement and financial gain . 	0
le d&#233 ; fi is a musical comedy , inspired by the great american tradition and set in today's world of france's hip hop movement . 	0
personal tragedies , however , threaten to rip the band apart , rocking the foundation of friendship and trust the women have built together . 	0
quite funny for the type of movie it is . . . 	1
ricky is an ex-con with two strikes against him and is desperately trying to stay straight . 	0
this sade is hardly a perverse , dangerous libertine and agitator -- which would have made for better drama . he's just a sad aristocrat in tattered finery , and the film seems as deflated as he does . 	1
the feature-length stretch . . . strains the show's concept . 	1
"based on the edgar allen poe short story , "" the facts in the case of m . valdemar , "" comedy revolves around a doctor who convinces a dying man's family to allow him to put the man in a trance as he takes his final breaths . "	0
somewhere inside the mess that is world traveler , there is a mediocre movie trying to get out . 	1
mnemosyne bears witness to the forces of destruction as well as of creation , revealing through art , the multi-dimensionality of women . 	0
full frontal had no effect and elicited no sympathies for any of the characters . by that measure , it is a failure . 	1
it's a smart , funny look at an arcane area of popular culture , and if it isn't entirely persuasive , it does give exposure to some talented performers . 	1
people often will blame the world for keeping them from being able to live their dreams . 	0
nicole goes through the ordeal of communist prisons , conflicts and risky activities , and manages to provide a heartening example for the other inmates . 	0
set in the summer of 1942 during wwii , the film traces the trajectory of simple people thrown into extraordinary lives , revealing the heart-warming flame of hope and humanity that endures , even in times of war and dispair . 	0
"post 9/11 the philosophical message of "" personal freedom first "" might not be as palatable as intended . "	1
when a ship sinks off the coast of argentina , ellen brachman , a clever and ambitious claims assessor for the rotterdam marine-insurance company european hayward , suspects a 'sinker' . 	0
throughout the day's move , their two very different groups of friends tangle in conflicts and romance while august tries to figure out who he really wants before it's too late . 	0
a gang of robbers , lead by career criminal charlie croker , create the largest traffic jam in los angeles history , giving them time to pull off a theft of gold bullion . 	0
ya-yas everywhere will forgive the flaws and love the film . 	1
the film is old-fashioned , occasionally charming and as subtle as boldface . 	1
